Rank,Name,Age,Link,Favorites,Animeography,PFP
112,"Emiya, Kiritsugu",undefined,https://myanimelist.net/character/10010/Kiritsugu_Emiya,16811,"Fate/Zero, Fate/Zero 2nd Season, Fate/Zero Remix",https://cdn.myanimelist.net/images/characters/4/474826.jpg
113,"Akabane, Karma",14,https://myanimelist.net/character/71933/Karma_Akabane,16613,"Ansatsu Kyoushitsu, Ansatsu Kyoushitsu 2nd Season, Ansatsu Kyoushitsu: 365-nichi no Jikan",https://cdn.myanimelist.net/images/characters/4/274913.jpg
114,"Matoi, Ryuuko",17,https://myanimelist.net/character/83797/Ryuuko_Matoi,16587,"Kill la Kill, Kill la Kill Specials",https://cdn.myanimelist.net/images/characters/5/454530.jpg
115,"Heiwajima, Shizuo",24,https://myanimelist.net/character/24595/Shizuo_Heiwajima,16560,"Durarara!!, Durarara!! Specials, Durarara!!x2 Shou",https://cdn.myanimelist.net/images/characters/5/110552.jpg
116,"Agatsuma, Zenitsu",16,https://myanimelist.net/character/146158/Zenitsu_Agatsuma,16540,"Kimetsu no Yaiba, Kimetsu no Yaiba Movie: Mugen Ressha-hen, Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Valentine-hen",https://cdn.myanimelist.net/images/characters/10/459689.jpg
117,"Itadori, Yuuji",15,https://myanimelist.net/character/163847/Yuuji_Itadori,16538,"Jujutsu Kaisen, Jujutsu Kaisen 2nd Season, Jujutsu Kaisen 2nd Season Recaps",https://cdn.myanimelist.net/images/characters/6/467646.jpg
118,"Shiina, Mashiro",17,https://myanimelist.net/character/61371/Mashiro_Shiina,16492,Sakura-sou no Pet na Kanojo,https://cdn.myanimelist.net/images/characters/5/183449.jpg
119,Ginko,undefined,https://myanimelist.net/character/425/Ginko,16100,"Mushishi, Mushishi: Hihamukage, Mushishi Zoku Shou",https://cdn.myanimelist.net/images/characters/14/303453.jpg
120,"Sung, Jin-Woo",24,https://myanimelist.net/character/174185/Jin-Woo_Sung,16043,"Echo, Ore dake Level Up na Ken, Ore dake Level Up na Ken: How to Get Stronger",https://cdn.myanimelist.net/images/characters/8/531267.jpg
121,"Tony Tony, Chopper",15,https://myanimelist.net/character/309/Chopper_Tony_Tony,15995,"One Piece, One Piece Movie 03: Chinjuu-jima no Chopper Oukoku, One Piece Movie 04: Dead End no Bouken",https://cdn.myanimelist.net/images/characters/3/100536.jpg
122,"Nishimiya, Shouko",undefined,https://myanimelist.net/character/80243/Shouko_Nishimiya,15972,Koe no Katachi,https://cdn.myanimelist.net/images/characters/5/302315.jpg
123,"Miyamura, Izumi",undefined,https://myanimelist.net/character/66173/Izumi_Miyamura,15896,"Hori-san to Miyamura-kun, Horimiya, Horimiya: Piece",https://cdn.myanimelist.net/images/characters/12/507110.jpg
124,"Brando, Dio",100,https://myanimelist.net/character/4004/Dio_Brando,15845,"JoJo no Kimyou na Bouken, JoJo no Kimyou na Bouken: Phantom Blood, JoJo no Kimyou na Bouken (TV)",https://cdn.myanimelist.net/images/characters/10/252875.jpg
125,"Suzumiya, Haruhi",16,https://myanimelist.net/character/251/Haruhi_Suzumiya,15776,"Suzumiya Haruhi no Yuuutsu, Suzumiya Haruhi no Yuuutsu (2009), Suzumiya Haruhi-chan no Yuuutsu",https://cdn.myanimelist.net/images/characters/13/284136.jpg
126,Nami,18,https://myanimelist.net/character/723/Nami,15697,"One Piece, One Piece Movie 01, One Piece Movie 02: Nejimaki-jima no Daibouken",https://cdn.myanimelist.net/images/characters/2/263249.jpg
127,Gilgamesh,undefined,https://myanimelist.net/character/2514/Gilgamesh,15660,"Fate/Zero, Fate/Zero 2nd Season, Fate/Zero Remix",https://cdn.myanimelist.net/images/characters/12/338672.jpg
128,Simon,14,https://myanimelist.net/character/2257/Simon,15581,"Tengen Toppa Gurren Lagann, Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!, Tengen Toppa Gurren Lagann Movie 1: Gurren-hen",https://cdn.myanimelist.net/images/characters/10/28353.jpg
129,"Souma, Kyou",16,https://myanimelist.net/character/209/Kyou_Souma,15318,"Fruits Basket, Fruits Basket 1st Season, Fruits Basket 2nd Season",https://cdn.myanimelist.net/images/characters/11/413334.jpg
130,Sora,18,https://myanimelist.net/character/82523/Sora,15280,"No Game No Life, No Game No Life Specials, No Game No Life: Zero - Manner Movie",https://cdn.myanimelist.net/images/characters/12/274345.jpg
131,Griffith,undefined,https://myanimelist.net/character/424/Griffith,15243,"Kenpuu Denki Berserk, Berserk: Ougon Jidai-hen I - Haou no Tamago, Berserk: Ougon Jidai-hen II - Doldrey Kouryaku",https://cdn.myanimelist.net/images/characters/9/326322.jpg
132,"Izumi, Konata",17,https://myanimelist.net/character/2169/Konata_Izumi,15241,"Lucky☆Star, Lucky☆Star: Original na Visual to Animation, Miyakawa-ke no Kuufuku",https://cdn.myanimelist.net/images/characters/13/39208.jpg
133,"Hashibira, Inosuke",undefined,https://myanimelist.net/character/146159/Inosuke_Hashibira,15004,"Kimetsu no Yaiba, Kimetsu no Yaiba Movie: Mugen Ressha-hen, Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Valentine-hen",https://cdn.myanimelist.net/images/characters/3/329560.jpg
134,"Azusagawa, Sakuta",16,https://myanimelist.net/character/118733/Sakuta_Azusagawa,14867,"Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai, Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai, Seishun Buta Yarou wa Odekake Sister no Yume wo Minai",https://cdn.myanimelist.net/images/characters/11/398261.jpg
135,"Sukehiro, Yami",28,https://myanimelist.net/character/127764/Yami_Sukehiro,14829,"Black Clover, Black Clover: Jump Festa 2018 Special, Mugyutto! Black Clover",https://cdn.myanimelist.net/images/characters/6/338843.jpg
136,"Forger, Anya",5,https://myanimelist.net/character/170256/Anya_Forger,14822,"Spy x Family, Spy x Family Part 2, Good Day",https://cdn.myanimelist.net/images/characters/4/457933.jpg
137,"Elric, Alphonse",14,https://myanimelist.net/character/12/Alphonse_Elric,14787,"Fullmetal Alchemist, Fullmetal Alchemist: The Conqueror of Shamballa, Fullmetal Alchemist: Reflections",https://cdn.myanimelist.net/images/characters/5/54265.jpg
138,"Nakano, Nino",17,https://myanimelist.net/character/161472/Nino_Nakano,14733,"5-toubun no Hanayome, 5-toubun no Hanayome ∬, 5-toubun no Hanayome Movie",https://cdn.myanimelist.net/images/characters/7/437011.jpg
139,Mugen,19,https://myanimelist.net/character/390/Mugen,14730,Samurai Champloo,https://cdn.myanimelist.net/images/characters/5/51569.jpg
140,Shiro,11,https://myanimelist.net/character/82525/Shiro,14724,"No Game No Life, No Game No Life Specials, No Game No Life: Zero - Manner Movie",https://cdn.myanimelist.net/images/characters/16/246723.jpg
141,"Okazaki, Tomoya",undefined,https://myanimelist.net/character/4606/Tomoya_Okazaki,14587,"Clannad Movie, Clannad, Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",https://cdn.myanimelist.net/images/characters/6/508343.jpg
142,"Kamado, Nezuko",undefined,https://myanimelist.net/character/146157/Nezuko_Kamado,14495,"Kimetsu no Yaiba, Kimetsu no Yaiba Movie: Mugen Ressha-hen, Kimetsu no Yaiba: Yuukaku-hen",https://cdn.myanimelist.net/images/characters/15/384829.jpg
143,"Kageyama, Tobio",15,https://myanimelist.net/character/64771/Tobio_Kageyama,14476,"Haikyuu!!, Haikyuu!! Second Season, Haikyuu!! Movie 1: Owari to Hajimari",https://cdn.myanimelist.net/images/characters/13/417874.jpg
144,Usopp,17,https://myanimelist.net/character/724/Usopp,14363,"One Piece, One Piece Movie 01, One Piece Movie 02: Nejimaki-jima no Daibouken",https://cdn.myanimelist.net/images/characters/16/188076.jpg
145,Jiraiya,54,https://myanimelist.net/character/2423/Jiraiya,14353,"Naruto, Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!, Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!",https://cdn.myanimelist.net/images/characters/15/68618.jpg
146,"Iwakura, Lain",undefined,https://myanimelist.net/character/2219/Lain_Iwakura,14330,Serial Experiments Lain,https://cdn.myanimelist.net/images/characters/10/78358.jpg
147,"Zaraki, Kenpachi",undefined,https://myanimelist.net/character/909/Kenpachi_Zaraki,14205,"Bleach, Bleach: The Sealed Sword Frenzy, Bleach Movie 1: Memories of Nobody",https://cdn.myanimelist.net/images/characters/8/150265.jpg
148,Asta,15,https://myanimelist.net/character/124731/Asta,14186,"Black Clover: Jump Festa 2016 Special, Black Clover, Black Clover: Jump Festa 2018 Special",https://cdn.myanimelist.net/images/characters/8/312836.jpg
149,"Gotou, Hitori",undefined,https://myanimelist.net/character/206276/Hitori_Gotou,14150,"Bocchi the Rock!, Bocchi the Rock! Movie",https://cdn.myanimelist.net/images/characters/8/491455.jpg
150,"Tachibana, Kanade",undefined,https://myanimelist.net/character/22369/Kanade_Tachibana,14107,"Angel Beats!, Angel Beats! Specials, Kaginado Season 2",https://cdn.myanimelist.net/images/characters/10/289337.jpg
151,"Hirasawa, Yui",15,https://myanimelist.net/character/19565/Yui_Hirasawa,14056,"K-On!, K-On!: Live House!, K-On!: Ura-On!",https://cdn.myanimelist.net/images/characters/6/326131.jpg
152,"Rengoku, Kyoujurou",20,https://myanimelist.net/character/151143/Kyoujurou_Rengoku,13964,"Kimetsu no Yaiba Movie: Mugen Ressha-hen, Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Valentine-hen, Kimetsu no Yaiba: Mugen Ressha-hen",https://cdn.myanimelist.net/images/characters/10/423443.jpg
153,"Urahara, Kisuke",undefined,https://myanimelist.net/character/210/Kisuke_Urahara,13846,"Bleach, Bleach: The Sealed Sword Frenzy, Bleach Movie 1: Memories of Nobody",https://cdn.myanimelist.net/images/characters/15/149491.jpg
154,"Callenreese, Aslan Jade",17,https://myanimelist.net/character/13580/Aslan_Jade_Callenreese,13812,Banana Fish,https://cdn.myanimelist.net/images/characters/9/370360.jpg
155,"Suzuya, Juuzou",19,https://myanimelist.net/character/104437/Juuzou_Suzuya,13697,"Tokyo Ghoul, Tokyo Ghoul √A, Tokyo Ghoul:re",https://cdn.myanimelist.net/images/characters/6/275843.jpg
156,"Akiyama, Mio",16,https://myanimelist.net/character/19566/Mio_Akiyama,13678,"K-On!, K-On!: Live House!, K-On!: Ura-On!",https://cdn.myanimelist.net/images/characters/11/48547.jpg
157,Momonga,undefined,https://myanimelist.net/character/116281/Momonga,13528,"Overlord, Overlord: Ple Ple Pleiades, Overlord: Ple Ple Pleiades - Nazarick Saidai no Kiki",https://cdn.myanimelist.net/images/characters/10/508402.jpg
158,"Okumura, Rin",15,https://myanimelist.net/character/24482/Rin_Okumura,13522,"Ao no Exorcist, Ao no Exorcist: Ura Ex, Ao no Exorcist Movie",https://cdn.myanimelist.net/images/characters/10/114367.jpg
159,"Degurechaff, Tanya",undefined,https://myanimelist.net/character/137825/Tanya_Degurechaff,13467,"Youjo Senki, Youjo Shenki Episode 0, Youjo Shenki",https://cdn.myanimelist.net/images/characters/2/512958.jpg
160,"Kira, Yoshikage",33,https://myanimelist.net/character/12055/Yoshikage_Kira,13398,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,https://cdn.myanimelist.net/images/characters/13/241133.jpg
161,Lucy,undefined,https://myanimelist.net/character/738/Lucy,13276,"Elfen Lied, Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",https://cdn.myanimelist.net/images/characters/5/44100.jpg
162,Maomao,17,https://myanimelist.net/character/155904/Maomao,13107,"Kusuriya no Hitorigoto, Maomao no Hitorigoto, Kusuriya no Hitorigoto 2nd Season",https://cdn.myanimelist.net/images/characters/16/371204.jpg
163,Gaara,12,https://myanimelist.net/character/1662/Gaara,13015,"Naruto, Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!, Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!",https://cdn.myanimelist.net/images/characters/10/293375.jpg
164,"Hayasaka, Ai",undefined,https://myanimelist.net/character/143196/Ai_Hayasaka,13002,"Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen, Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen, Kaguya-sama wa Kokurasetai: Ultra Romantic",https://cdn.myanimelist.net/images/characters/8/504012.jpg
165,"Himura, Kenshin",28,https://myanimelist.net/character/147/Kenshin_Himura,12990,"Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen, Rurouni Kenshin: Meiji Kenkaku Romantan, Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka",https://cdn.myanimelist.net/images/characters/8/73810.jpg
166,"Uchiha, Madara",undefined,https://myanimelist.net/character/53901/Madara_Uchiha,12950,"Naruto: Shippuuden, Road of Naruto",https://cdn.myanimelist.net/images/characters/12/450359.jpg
167,"Oikawa, Tooru",17,https://myanimelist.net/character/71611/Tooru_Oikawa,12906,"Haikyuu!! Quest Picture Drama, Haikyuu!! Movie 3: Sainou to Sense, Haikyuu!!",https://cdn.myanimelist.net/images/characters/6/245977.jpg
168,"Kaiki, Deishuu",undefined,https://myanimelist.net/character/53641/Deishuu_Kaiki,12832,"Monogatari Series: Second Season, Nisemonogatari, Hanamonogatari",https://cdn.myanimelist.net/images/characters/13/155489.jpg
169,"Hyuuga, Hinata",13,https://myanimelist.net/character/1555/Hinata_Hyuuga,12810,"Naruto: Shippuuden - Shippuu! ""Konoha Gakuen"" Den, The Last: Naruto the Movie, Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi",https://cdn.myanimelist.net/images/characters/6/278736.jpg
170,"Himejima, Akeno",undefined,https://myanimelist.net/character/51347/Akeno_Himejima,12710,"High School DxD, High School DxD OVA, High School DxD Specials",https://cdn.myanimelist.net/images/characters/3/150013.jpg
171,"Nishinoya, Yuu",16,https://myanimelist.net/character/67327/Yuu_Nishinoya,12627,"Haikyuu!!, Haikyuu!! Lev Genzan!, Haikyuu!! Second Season",https://cdn.myanimelist.net/images/characters/14/238027.jpg
172,Howl,27,https://myanimelist.net/character/507/Howl,12613,Howl no Ugoku Shiro,https://cdn.myanimelist.net/images/characters/4/83512.jpg
173,"Osaki, Nana",undefined,https://myanimelist.net/character/702/Nana_Osaki,12586,Nana,https://cdn.myanimelist.net/images/characters/7/28355.jpg
174,"Fushiguro, Megumi",15,https://myanimelist.net/character/164470/Megumi_Fushiguro,12537,"Jujutsu Kaisen, Jujutsu Kaisen 2nd Season, Jujutsu Kaisen 2nd Season Recaps",https://cdn.myanimelist.net/images/characters/2/392689.jpg
175,Kagura,14,https://myanimelist.net/character/674/Kagura,12525,"Gintama, Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi, Gintama: Shiroyasha Koutan",https://cdn.myanimelist.net/images/characters/2/245933.jpg
176,Akame,undefined,https://myanimelist.net/character/63351/Akame,12506,"Akame ga Kill!, AkaKill! Gekijou, Akame ga Kill! Recap",https://cdn.myanimelist.net/images/characters/8/253095.jpg
177,Ryuk,undefined,https://myanimelist.net/character/75/Ryuk,12406,"Death Note, Death Note: Rewrite",https://cdn.myanimelist.net/images/characters/10/59125.jpg
178,"Hori, Kyouko",17,https://myanimelist.net/character/66171/Kyouko_Hori,12293,"Hori-san to Miyamura-kun, Horimiya, Horimiya: Piece",https://cdn.myanimelist.net/images/characters/16/318188.jpg
179,"Aizen, Sousuke",100,https://myanimelist.net/character/1086/Sousuke_Aizen,12222,"Bleach, Bleach: The Sealed Sword Frenzy, Bleach: Gotei 13 Omake",https://cdn.myanimelist.net/images/characters/16/73909.jpg
180,"Nanami, Kento",undefined,https://myanimelist.net/character/164473/Kento_Nanami,12159,"Jujutsu Kaisen, Jujutsu Kaisen 0 Movie, Jujutsu Kaisen 2nd Season",https://cdn.myanimelist.net/images/characters/3/427139.jpg
181,"Ryoumen, Sukuna",1000,https://myanimelist.net/character/175198/Sukuna_Ryoumen,12158,"Jujutsu Kaisen, Jujutsu Kaisen 2nd Season, Jujutsu Kaisen 2nd Season Recaps",https://cdn.myanimelist.net/images/characters/6/431152.jpg
182,"Kochou, Shinobu",undefined,https://myanimelist.net/character/146736/Shinobu_Kochou,12148,"Kimetsu no Yaiba, Kimetsu no Yaiba Movie: Mugen Ressha-hen, Kimetsu no Yaiba: Yuukaku-hen",https://cdn.myanimelist.net/images/characters/3/386591.jpg
183,"Shiina, Mayuri",16,https://myanimelist.net/character/35253/Mayuri_Shiina,12139,"Steins;Gate, Steins;Gate: Soumei Eichi no Cognitive Computing, Steins;Gate 0",https://cdn.myanimelist.net/images/characters/4/131329.jpg
184,Ban,43,https://myanimelist.net/character/77605/Ban,12020,"Nanatsu no Taizai, Nanatsu no Taizai OVA, Nanatsu no Taizai: Seisen no Shirushi",https://cdn.myanimelist.net/images/characters/14/267813.jpg
185,Tomoe,500,https://myanimelist.net/character/18344/Tomoe,11970,"Kamisama Hajimemashita, Kamisama Hajimemashita OVA, Kamisama Hajimemashita◎",https://cdn.myanimelist.net/images/characters/14/190494.jpg
186,"Phantomhive, Ciel",12,https://myanimelist.net/character/12531/Ciel_Phantomhive,11884,"Kuroshitsuji, Kuroshitsuji Recap, Kuroshitsuji II",https://cdn.myanimelist.net/images/characters/9/253757.jpg
187,Aqua,undefined,https://myanimelist.net/character/117223/Aqua,11836,"Kono Subarashii Sekai ni Shukufuku wo!, Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!, Kono Subarashii Sekai ni Shukufuku wo! 2",https://cdn.myanimelist.net/images/characters/14/282523.jpg
188,"Jabami, Yumeko",undefined,https://myanimelist.net/character/119413/Yumeko_Jabami,11797,"Kakegurui, Kakegurui××, Kakegurui Picture Drama",https://cdn.myanimelist.net/images/characters/10/467162.jpg
189,Esdeath,undefined,https://myanimelist.net/character/65239/Esdeath,11791,"Akame ga Kill!, AkaKill! Gekijou, Akame ga Kill! Recap",https://cdn.myanimelist.net/images/characters/12/265641.jpg
190,"Tomioka, Giyuu",19,https://myanimelist.net/character/146735/Giyuu_Tomioka,11604,"Kimetsu no Yaiba, Kimetsu no Yaiba Movie: Mugen Ressha-hen, Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Valentine-hen",https://cdn.myanimelist.net/images/characters/16/408043.jpg
191,"Kirishima, Touka",16,https://myanimelist.net/character/87277/Touka_Kirishima,11557,"Tokyo Ghoul, Tokyo Ghoul √A, Tokyo Ghoul:re",https://cdn.myanimelist.net/images/characters/16/234699.jpg
192,"Ichinose, Chizuru",undefined,https://myanimelist.net/character/161286/Chizuru_Ichinose,11515,"Kanojo, Okarishimasu, Kanojo, Okarishimasu Petit, Kanojo, Okarishimasu 2nd Season",https://cdn.myanimelist.net/images/characters/4/484261.jpg
193,"Milizé, Vladilena",undefined,https://myanimelist.net/character/150824/Vladilena_Milizé,11448,"86, 86 Part 2, 86 Special Edition: Senya ni Akaku Hinageshi no Saku",https://cdn.myanimelist.net/images/characters/15/428175.jpg
194,Death the Kid,undefined,https://myanimelist.net/character/8455/Death_the_Kid,11440,"Soul Eater, Soul Eater NOT!",https://cdn.myanimelist.net/images/characters/3/102169.jpg
195,"Kirisaki, Chitoge",15,https://myanimelist.net/character/48391/Chitoge_Kirisaki,11311,"Nisekoi, Nisekoi OVA, Nisekoi:",https://cdn.myanimelist.net/images/characters/7/241651.jpg
196,"Portgas D., Ace",undefined,https://myanimelist.net/character/2072/Ace_Portgas_D,11206,"One Piece: Cry Heart, One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi, One Piece",https://cdn.myanimelist.net/images/characters/2/72220.jpg
197,"Furukawa, Nagisa",undefined,https://myanimelist.net/character/4604/Nagisa_Furukawa,11154,"Clannad Movie, Clannad, Clannad: After Story",https://cdn.myanimelist.net/images/characters/3/300961.jpg
